0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.992255376007124568e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.823562711553395133e+01,0.000000000000000000e+00,2.715409536346047759e+01,0.000000000000000000e+00,2.674611708761053563e+01,2.536808469657479037e+01,0.000000000000000000e+00,2.608809575196031716e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.640516010500868305e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.913282388027890590e+01,2.507690251279121085e+01,0.000000000000000000e+00,2.794667022015378421e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.115127115688812509e+01,0.000000000000000000e+00,2.814652463344280875e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.228103412321275734e+00,0.000000000000000000e+00,4.950448251031533076e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.584708312328769964e+00,0.000000000000000000e+00,9.171265005524190883e+00,1.631707581003324137e+00,0.000000000000000000e+00,7.638928776368104856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.325498679692907800e+00,0.000000000000000000e+00,3.855075699999399585e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.370757444343627895e+00,5.217154879767733178e+00,5.460449316215811422e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.002179564783401133e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.020440993777462246e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.610575562228005353e+00,1.036523293866692619e+01,0.000000000000000000e+00,9.411763903359087635e+00,1.003845243842308577e+01,0.000000000000000000e+00,1.054960726262139303e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.006094226909650935e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.244688655085248286e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.891283417392582322e+00,1.072453825554552154e+01,9.365559460294322847e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.261879636900746249e+01,2.450066526811705714e+01,0.000000000000000000e+00,3.176447983848473200e+01,0.000000000000000000e+00,3.336635849846999946e+01,3.440833621987663093e+01,0.000000000000000000e+00,2.496868689928587415e+01,2.583859158181490656e+01,0.000000000000000000e+00,2.513447556738155342e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.517477683649510922e+01,3.055378449640505423e+01,0.000000000000000000e+00,2.342335622259407657e+01,0.000000000000000000e+00,2.587141766180317148e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.149170827166433639e+01,1.989905472961339683e+01,2.002676031901894405e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.068878460940574016e+01,0.000000000000000000e+00,1.992410707244047074e+01,0.000000000000000000e+00,2.260571310790597721e+01,0.000000000000000000e+00,1.838351908772422405e+01,0.000000000000000000e+00,2.248786146298311195e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.159332164725978842e+01,0.000000000000000000e+00,1.865300933420171958e+01,0.000000000000000000e+00,2.128546611249167597e+01,0.000000000000000000e+00,2.125236466465793939e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.545355957319204165e+00,0.000000000000000000e+00,4.214570532138527170e+00,0.000000000000000000e+00,7.982201694613006993e+00,0.000000000000000000e+00,1.902302858900804416e+00,6.753484297796130242e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.658021335650185613e+00,0.000000000000000000e+00,5.963754418003791358e+00,5.704080560061941974e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.609786906919600469e+00,0.000000000000000000e+00,7.733479496967743394e+00,0.000000000000000000e+00,6.355252228426659045e+00,0.000000000000000000e+00,3.310033494284472688e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.288460774080634152e+01,2.251651186033066310e+01,0.000000000000000000e+00,2.247037968029302846e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.180154005182782839e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.115763698870313902e+01,0.000000000000000000e+00,2.286811124350941427e+01,2.347015439096276168e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.264284511824535073e+01,0.000000000000000000e+00,2.216272988335696681e+01,0.000000000000000000e+00,2.143757887046391275e+01,0.000000000000000000e+00,2.400447149953727077e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.762754095784135444e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.001329714265361215e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.806508742729579398e-01,1.013260063499249686e+00,0.000000000000000000e+00,1.752362361439943506e+00,1.600960580316561632e-01,0.000000000000000000e+00,1.619281041372362395e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.733381482693624243e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.559484622254727171e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.039463070678148693e+00,8.688954445909635727e-01,-3.398718424142888050e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.545557885733893633e+00,0.000000000000000000e+00,3.377482903376296086e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.230934572841561270e+00,2.144784982383908023e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.896523811904256895e+00,0.000000000000000000e+00,1.783595150854773159e+00,1.139692087730078685e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.404778853875224609e+00,0.000000000000000000e+00,2.737204375260124500e+00,0.000000000000000000e+00,3.613291327121653573e+00,0.000000000000000000e+00,2.101476108268403031e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.540522511147551477e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403294279351853113e+01,0.000000000000000000e+00,1.514129723613705636e+01,0.000000000000000000e+00,2.051135063583936358e+01,0.000000000000000000e+00,1.587823933055867975e+01,1.516339595249681516e+01,0.000000000000000000e+00,1.329790078911512197e+01,0.000000000000000000e+00,1.664875258030354388e+01,1.649843480820262442e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.951059349791222530e+01,0.000000000000000000e+00,1.369452948641129097e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.573179872315428263e+01,1.639000381904929071e+01,0.000000000000000000e+00
